ISBN,Title,Author,Book Type,Original Price,Discount Price,ISBN-10,Published Date,Publisher,Number Of Pages
9780753546413,The Ancient Secret of the Fountain of Youth,Peter Kelder,ePUB,18.99,18.99,0753546418,2011-10-06,Ebury Publishing,128
9780525520375,There There,Tommy Orange,Hardcover,51.95,51.95,0525520376,2018-06-05,KNOPF                         ,304
9781405937085,The Grey Ghost Fargo Adventures #10,"Clive Cussler, Robin Burcell",ePUB,15.99,15.99,1405937084,2018-05-31,Penguin Books Ltd,400
9781407039206,Deep Black (Nick Stone Book 7),Andy McNab,ePUB,15.99,15.99,1407039202,2008-10-02,Transworld,512
9780718186111,The Marriage Pact The bestselling thriller for fans of THE COUPLE NEXT DOOR,Michelle Richmond,ePUB,15.99,15.99,0718186117,2017-07-27,Penguin Books Ltd,400
9780241283523,No Way Out The most gripping book of the year from the Richard and Judy Bestselling author,Cara Hunter,ePUB,15.99,15.99,0241283523,2019-03-22,Penguin Books Ltd,384
9780755375523,"The Family A dark thriller of loyalty, crime and corruption",Martina Cole,ePUB,11.99,11.99,0755375521,2010-10-14,Headline,300
9780544444683,Atelier Crenn Metamorphosis of Taste,Dominique Crenn,ePUB,72.59,58.99,054444468X,2018-06-01,Houghton Mifflin Harcourt,376
9780330514750,Book not found,,,,,,,,
9780141353111,Book not found,,,,,,,,
9780748116393,From The Dead,Mark Billingham,ePUB,11.99,11.99,0748116397,2010-08-19,"Little, Brown Book Group",352
9781405525848,Ancillary Justice Imperial Radch: Book 1,Ann Leckie,ePUB,12.99,12.99,1405525843,2013-10-01,"Little, Brown Book Group",432
9780241281130,"Transcendence How Humans Evolved through Fire, Language, Beauty, and Time",Gaia Vince,ePUB,16.99,16.99,024128113X,2019-11-07,Penguin Books Ltd,320
9781405512008,Waylander,David Gemmell,ePUB,11.99,11.99,1405512008,2011-12-01,"Little, Brown Book Group",384
9780141983493,Marx and Marxism,Gregory Claeys,ePUB,14.99,14.99,0141983493,2018-04-05,Penguin Books Ltd,256
9780141906003,Black Diamonds The Rise and Fall of an English Dynasty,Catherine Bailey,ePUB,15.99,15.99,0141906006,2008-03-06,Penguin Books Ltd,544
9780241355244,Frostheart,Jamie Littler,ePUB,9.99,9.99,0241355249,2019-10-03,Penguin Random House Children's UK,209
9780547370224,Animal Farm A Fairy Story,George Orwell,ePUB,4.79,4.79,0547370229,2009-07-01,HarperCollins,
9780857896384,Better Than Easy,Nick Alexander,ePUB,5.99,5.99,0857896385,2011-08-01,Corvus,300
9781927100158,Winter of the Crystal Dances,Angela Dorsey,ePUB,,,1927100151,2016-03-15,Enchanted Pony Books,
9780091816971,Who Moved My Cheese?   An Amazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson,Paperback,19.99,18.25,0091816971,1999-04-01,RANDOM HOUSE UK,96
9780230771437,Book not found,,,,,,,,
9781407021010,Brave New World,Aldous Huxley,ePUB,15.99,15.99,140702101X,2008-12-26,Random House,272
9780241957493,The Aftermath Now A Major Film Starring Keira Knightley,Rhidian Brook,ePUB,15.99,15.99,0241957494,2013-05-02,Penguin Books Ltd,336
9780141956831,Over Hill and Dale,Gervase Phinn,ePUB,15.99,15.99,0141956836,2001-03-29,Penguin Books Ltd,352
9780755351985,The One You Really Want the perfect heart-warming read from the bestselling author,Jill Mansell,ePUB,11.99,11.99,0755351983,2008-02-10,Headline,300
9780141916231,A Friend of the Family The addictive and emotionally satisfying page-turner that will have you hooked,Lisa Jewell,ePUB,15.99,15.99,0141916230,2005-08-04,Penguin Books Ltd,432
9780743492621,State of the Union Scot Harvath : Book 3,Brad Thor,ePUB,9.99,9.99,0743492625,2004-01-27,Atria Books,352
9780755387298,The 6th Target,"James Patterson, Maxine Paetro",ePUB,4.99,4.99,0755387295,2011-04-28,Headline,338
9780748130825,"Skin Game The Dresden Files, Book Fifteen",Jim Butcher,ePUB,12.99,12.99,0748130829,2014-05-27,"Little, Brown Book Group",464
9781473563742,"The Warehouse A brilliantly imagined, thought-provoking and exciting Orwellian thriller",Rob Hart,ePUB,15.99,15.99,1473563747,2019-08-13,Transworld,368
9780241985441,The Missing Sister,Dinah Jefferies,ePUB,15.99,15.99,0241985447,2019-02-28,Penguin Books Ltd,400
9780241981115,Be More Pirate Or How to Take On the World and Win,Sam Conniff Allende,ePUB,15.99,15.99,0241981115,2018-05-03,Penguin Books Ltd,320
9780786752164,Why Does E=mc2? (And Why Should We Care?),"Brian Cox, Jeff Forshaw",ePUB,13.99,13.99,0786752165,2009-07-14,Hachette Books,264
9780785182979,Spider-Man Ends of the Earth,"Dan Slott, Stefano Caselli (Illustrator), Humberto Ramos (Illustrator)",ePUB,21.99,17.99,0785182977,2014-09-03,Marvel Entertainment,
9780575088498,Flowers For Algernon The must-read literary science fiction masterpiece,Daniel Keyes,ePUB,9.99,9.99,0575088494,2012-11-15,Orion,224
9780525542506,Book not found,,,,,,,,
9780141968582,Mrs Frisby and the Rats of NIMH,Robert C. O'Brien,ePUB,9.99,9.99,0141968583,2011-01-06,Penguin Random House Children's UK,256
9780241978504,"First You Write a Sentence. The Elements of Reading, Writing ... and Life.",Joe Moran,ePUB,15.99,15.99,0241978505,2018-09-27,Penguin Books Ltd,256
9780307237811,Genghis Khan and the Making of the Modern World,Jack Weatherford,ePUB,25.7,20.99,0307237818,2005-03-22,Crown,
9780755385171,"The Secret Life of Bees The stunning multi-million bestselling novel about a young girl's journey; poignant, uplifting and unforgettable",Sue Monk Kidd,ePUB,12.99,12.99,0755385179,2011-02-03,Headline,225
9780141331584,The Red Pyramid (The Kane Chronicles Book 1) The Red Pyramid,Rick Riordan,ePUB,12.99,12.99,0141331585,2010-05-04,Penguin Random House Children's UK,544
9780316389716,Book not found,,,,,,,,
9780446540421,Battlefield of the Mind Winning the Battle in Your Mind,Joyce Meyer,ePUB,8.99,8.99,0446540420,2008-03-25,FaithWords,
9781405519236,Book not found,,,,,,,,
9781405934169,Mythos The Greek Myths Retold,Stephen Fry,ePUB,15.99,15.99,1405934166,2017-11-02,Penguin Books Ltd,400
9780241981412,Captivate The Science of Succeeding with People,Vanessa Van Edwards,ePUB,15.99,15.99,0241981417,2017-05-04,Penguin Books Ltd,256
9780230758025,Book not found,,,,,,,,
9780349116846,Book not found,,,,,,,,
9780141908359,Crime and Punishment,"Fyodor Dostoyevsky, Fuel, David McDuff (Translator)",ePUB,10.99,10.99,0141908351,2003-01-30,Penguin Books Ltd,720
9780748128808,The Girl Who Fell From The Sky,Simon Mawer,ePUB,11.99,11.99,0748128808,2012-05-03,"Little, Brown Book Group",320
9780755349296,4th of July Women's Murder Club : Book 4,"James Patterson, Maxine Paetro",Paperback,22.99,20.4,0755349296,2009-09-01,Headline,448
9780241978825,Before the Rains,Dinah Jefferies,ePUB,15.99,15.99,0241978823,2017-02-23,Penguin Books Ltd,400
9780141903187,Brideshead Revisited The Sacred and Profane Memories of Captain Charles Ryder,Evelyn Waugh,ePUB,15.99,15.99,014190318X,2012-07-26,Penguin Books Ltd,336
9780316221016,"American Spring Lexington, Concord, and the Road to Revolution",Walter R. Borneman,ePUB,17.99,17.99,0316221015,2014-05-06,"Little, Brown and Company",480
9780316388696,The Raven Tower,Ann Leckie,Hardcover,63.25,63.25,0316388696,2019-02-26,ORBIT                         ,432
9780871409508,The New Annotated Frankenstein (The Annotated Books),"Mary Shelley, Leslie S. Klinger (Editor), Guillermo del Toro (Introduction by), Anne K. Mellor",ePUB,54.95,43.99,087140950X,2017-08-08,Liveright,416
9780755349388,London Bridges Alex Cross: Book 10,James Patterson,Paperback,22.99,20.4,0755349385,2010-08-01,Headline,448
9780994054418,Book not found,,,,,,,,
9781401235413,Book not found,,,,,,,,
9780140621297,Book not found,,,,,,,,
9781283052948,Book not found,,,,,,,,
9780307271464,Book not found,,,,,,,,
9780748109296,Buried,Mark Billingham,ePUB,12.99,12.99,0748109293,2008-09-04,"Little, Brown Book Group",528
9780307414151,Book not found,,,,,,,,
9781405921527,The Falcon of Sparta The gripping and battle-scarred adventure from The Sunday Times bestselling author of Empire,Conn Iggulden,ePUB,15.99,15.99,1405921528,2018-05-03,Penguin Books Ltd,480
9780755375608,The Life ,Martina Cole,ePUB,11.99,11.99,0755375602,2012-09-13,Headline,512
9780755397860,The Last of Days A gripping mystery of the Tudor Court,Paul Doherty,ePUB,11.99,11.99,075539786X,2013-06-06,Headline,219
9780241335444,Turtles All the Way Down Now a major film,John Green,ePUB,9.99,9.99,0241335442,2017-10-10,Penguin Random House Children's UK,336
9781250166548,Edgedancer From the Stormlight Archive,Brandon Sanderson,Hardcover,21.4,21.4,1250166543,2017-10-17,St Martin's Press,272
9780748133918,The Winter Crown,Elizabeth Chadwick,ePUB,19.99,19.99,0748133917,2014-09-11,"Little, Brown Book Group",496
9781405928557,Out of the Dark The gripping Sunday Times bestselling thriller,Gregg Hurwitz,ePUB,15.99,15.99,1405928557,2019-02-07,Penguin Books Ltd,400
9781302013677,Guardians Of The Galaxy Vol. 1 Cosmic Avengers,"Brian Michael Bendis, Various (Illustrator)",ePUB,16.12,12.99,130201367X,2019-03-06,Marvel Entertainment,
9780544973978,Book not found,,,,,,,,
9781408806197,Working with Emotional Intelligence,Daniel Goleman,ePUB,19.99,17.99,1408806193,2009-07-20,Bloomsbury Publishing,394
9780748131327,Steve Jobs The Exclusive Biography,Walter Isaacson,ePUB,13.99,13.99,0748131329,2011-10-24,"Little, Brown Book Group",448
9780141966649,Artemis Fowl,Eoin Colfer,ePUB,9.99,9.99,0141966645,2010-06-03,Penguin Random House Children's UK,320
9780141905822,A Month in the Country,"Penelope Fitzgerald (Introduction by), J L Carr",ePUB,15.99,15.99,0141905824,2011-12-01,Penguin Books Ltd,112
9780356507224,Marked An Alex Verus Novel from the New Master of Magical London,Benedict Jacka,ePUB,11.99,11.99,035650722X,2018-07-03,"Little, Brown Book Group",384
9780544369979,Cattle Kingdom The Hidden History of the Cowboy West,Christopher Knowlton,ePUB,37.39,29.99,0544369971,2024-02-27,HarperCollins,464
9781409021551,The Confession A gripping crime thriller from the Sunday Times bestselling author of mystery and suspense,John Grisham,ePUB,15.99,15.99,1409021556,2010-11-09,Random House,464
9780230713741,Book not found,,,,,,,,
9780007350865,A Christmas Carol Collins Classics,Charles Dickens,Paperback,8.25,8.25,0007350864,2010-04-01,HarperCollins Publishers,144
9780994054401,Book not found,,,,,,,,
9780241304297,Maigret and the Wine Merchant Inspector Maigret #71,"Georges Simenon, Ros Schwartz (Translator)",ePUB,15.99,15.99,0241304296,2019-09-05,Penguin Books Ltd,160
9780753555200,"Zero to One Notes on Start Ups, or How to Build the Future","Peter Thiel, Blake Masters",Paperback,24.99,21.75,0753555204,2015-06-04,RANDOM HOUSE UK,224
9781405525671,Christmas at Rosie Hopkins' Sweetshop,Jenny Colgan,ePUB,12.99,12.99,1405525673,2013-11-07,"Little, Brown Book Group",432
9781405937528,"The Salt Path The prize-winning, Sunday Times bestseller from the million-copy bestselling author",Raynor Winn,ePUB,14.99,14.99,1405937521,2018-03-22,Penguin Books Ltd,320
9780141937342,The Moon's a Balloon The Guardian's Number One Hollywood Autobiography,David Niven,ePUB,15.99,15.99,0141937343,2005-04-28,Penguin Books Ltd,336
9780297867319,"Where'd You Go, Bernadette Soon to be a major film starring Cate Blanchett",Maria Semple,ePUB,11.99,11.99,0297867318,2012-06-07,Orion,304
9781101604045,"The Diet Cure The 8-Step Program to Rebalance Your Body Chemistry and End Food Cravings, Weight Gain, and Mood Swings--Naturally",Julia Ross,ePUB,18.85,15.99,1101604042,2012-05-02,Penguin Publishing Group,
9780749954215,Glory in Death In Death: Book 2,J.D. Robb,Paperback,22.99,20.35,0749954213,2011-01-01,Little Brown,416
9781405928281,Anything You Do Say THE ADDICTIVE psychological thriller from the Sunday Times bestselling author,Gillian McAllister,ePUB,15.99,15.99,140592828X,2017-10-19,Penguin Books Ltd,400
9781101543771,Book not found,,,,,,,,
9780748113378,The Year Of The Flood,Margaret Atwood,ePUB,12.99,12.99,0748113371,2010-07-27,"Little, Brown Book Group",432
9780141967448,The Secret Pilgrim George Smiley: Book 8,John le Carré,ePUB,15.99,15.99,0141967447,2011-05-26,Penguin Books Ltd,416
9780141900834,Queen Camilla,Sue Townsend,ePUB,15.99,15.99,0141900830,2007-09-06,Penguin Books Ltd,464
9780307982773,Big Frank's Fire Truck,"Leslie McGuire, Joe Mathieu (Illustrator)",ePUB,8.79,7.99,0307982777,2014-08-27,Random House Children's Books,
9780307430861,Book not found,,,,,,,,
9781407024776,"Secrets Of The Baby Whisperer How to Calm, Connect and Communicate with your Baby","Tracy Hogg, Melinda Blau",ePUB,19.99,19.99,1407024779,2009-12-01,Ebury Publishing,304
9780748129089,Dark Lover Number 1 in series,J. R. Ward,ePUB,11.99,11.99,0748129081,2011-02-03,"Little, Brown Book Group",480
9780785178262,X-Men Mutant Genesis,"Chris Claremont, Jim Lee (Illustrator)",ePUB,19.06,15.99,0785178260,2014-11-05,Marvel Entertainment,
9780141911113,The Big Sleep,"Raymond Chandler, Ian Rankin (Introduction by)",ePUB,15.99,15.99,0141911115,2005-07-07,Penguin Books Ltd,224
9780718186494,Darien Empire of Salt Book I,C. F. Iggulden,ePUB,15.99,15.99,0718186494,2017-07-13,Penguin Books Ltd,352
9780141930015,The Help,Kathryn Stockett,ePUB,15.99,15.99,0141930012,2009-07-23,Penguin Books Ltd,464
9780755387359,Violets are Blue,James Patterson,ePUB,12.99,12.99,075538735X,2011-06-23,Headline,335
9780743499965,"Star Trek Signature Edition: Duty, Honor, Redemption",Vonda N. McIntyre,ePUB,23.99,23.99,0743499964,2004-10-26,Pocket Books/Star Trek,464
9780356512280,The Last Astronaut Shortlisted for the Arthur C. Clarke Award,David Wellington,ePUB,12.99,12.99,0356512282,2019-07-23,"Little, Brown Book Group",384
9781306358422,Book not found,,,,,,,,
9780857077295,Missing Me,Sophie McKenzie,ePUB,10.99,10.99,0857077295,2012-09-13,Simon & Schuster UK,304
9780141923505,East of Eden,"David Wyatt (Introduction by), John Steinbeck",ePUB,15.99,15.99,0141923504,2000-09-07,Penguin Books Ltd,640
9780241976579,"Emotional Agility Get Unstuck, Embrace Change and Thrive in Work and Life",Susan David,ePUB,15.99,15.99,024197657X,2016-04-07,Penguin Books Ltd,272
9781250185464,Exit Strategy The Murderbot Diaries,Martha Wells,ePUB,20.53,16.99,1250185467,2018-10-02,Tor Publishing Group,
9781306072465,Book not found,,,,,,,,
9780755352449,The Island The million-copy Number One bestseller 'A moving and absorbing holiday read',Victoria Hislop,ePUB,11.99,11.99,0755352440,2008-02-10,Headline,300
9780393347777,Naked Statistics Stripping the Dread from the Data,Charles Wheelan,Paperback,29.95,22.25,039334777X,2014-01-13,W W Norton & Company,304
9780141350684,Book not found,,,,,,,,
9780230767539,Book not found,,,,,,,,
9780395657867,Book not found,,,,,,,,
9780755352012,An Offer You Can't Refuse The absolutely IRRESISTIBLE Sunday Times bestseller . . . Your feelgood read for spring!,Jill Mansell,ePUB,12.99,12.99,0755352017,2008-02-10,Headline,300
9780307796189,Book not found,,,,,,,,
9781370483051,Mist's Edge,T.A. White,ePUB,5.48,5.48,1370483058,2017-11-28,T.A. White,
9780753553084,The 7 Second CV How to Land the Interview,James Reed,ePUB,18.99,18.99,0753553082,2019-01-03,Ebury Publishing,208
9780141388786,Book not found,,,,,,,,
9780297860242,"Sharp Objects A major HBO & Sky Atlantic Limited Series starring Amy Adams, from the director of BIG LITTLE LIES, Jean-Marc Vallee",Gillian Flynn,ePUB,11.99,11.99,0297860240,2009-09-03,Orion,336
9781306020725,Book not found,,,,,,,,
9780297868385,The Hairy Bikers' Big Book of Baking,Hairy Bikers,ePUB,19.99,19.99,0297868381,2012-03-01,Orion,224
9781370211678,"Spanish for Geniuses Verbs, Pronouns, Prepositions and Beginner Vocabulary",Andromeda Jones,ePUB,,,1370211678,2017-03-01,Andromeda Jones,
9780297855873,Dark Places ,Gillian Flynn,ePUB,12.99,11.99,0297855875,2009-05-14,Orion,368
9780857388926,The Outcast Dead The Dr Ruth Galloway Mysteries 6,Elly Griffiths,ePUB,11.99,11.99,0857388924,2014-01-30,Quercus,400
9781105795985,Book not found,,,,,,,,
9781405935616,Book not found,,,,,,,,
9781405938259,"Once, Twice, Three Times an Aisling","Emer McLysaght, Sarah Breen",ePUB,15.99,15.99,1405938250,2019-09-19,Penguin Books Ltd,416
9780141924434,Revenge of the Middle-Aged Woman,Elizabeth Buchan,ePUB,15.99,15.99,0141924438,2007-08-02,Penguin Books Ltd,384
9780141909776,This Charming Man,Marian Keyes,ePUB,15.99,15.99,0141909773,2008-04-30,Penguin Books Ltd,912
9780141397030,As I Walked Out One Midsummer Morning,Laurie Lee,ePUB,14.99,14.99,0141397039,2014-06-26,Penguin Books Ltd,224
9780230763043,Book not found,,,,,,,,
9780241958735,Kingdom of Fear Loathsome Secrets of a Star-crossed Child in the Final Days of the American Century,Hunter S Thompson,ePUB,15.99,15.99,0241958733,2011-11-24,Penguin Books Ltd,384
9780755396511,The Other Daughter ,Lisa Gardner,Paperback,24.99,21.75,0755396510,2012-11-13,Headline,416
9780141914527,Letters from a Stoic Epistulae Morales Ad Lucilium,"Seneca, Robin Campbell (Editor), Robin Campbell (Introduction by), Robin Campbell (Translator)",ePUB,10.99,10.99,0141914521,2004-08-26,Penguin Books Ltd,256
9780748112586,The Way Of Shadows Book 1 of the Night Angel,Brent Weeks,ePUB,11.99,11.99,0748112588,2009-06-11,"Little, Brown Book Group",688
9780768442830,Seeing Behind the Veil 100 Invitations to Intimate Encounters with the Holy Spirit,Ana Werner,Paperback,39.71,39.71,0768442834,2018-09-18,DESTINY IMAGE INC             ,240
9780230761223,Book not found,,,,,,,,
9780575088238,"The Republic of Thieves The Gentleman Bastard Sequence, Book Three",Scott Lynch,ePUB,12.99,12.99,0575088230,2013-10-10,Orion,880
9781408851234,The Sixth Extinction An Unnatural History,Elizabeth Kolbert,ePUB,15.99,13.99,1408851237,2014-02-13,Bloomsbury Publishing,336
9780755387144,Four Blind Mice,James Patterson,ePUB,12.99,12.99,0755387147,2011-06-23,Headline,330
9780399182112,Wanderers A Novel,Chuck Wendig,ePUB,23.99,19.99,039918211X,2019-07-02,Random House Worlds,
9780316262330,Book not found,,,,,,,,
9780330513142,Book not found,,,,,,,,
9780330473033,Book not found,,,,,,,,
9780141960654,The Templar's Code,Chloe M. Palov,ePUB,15.99,15.99,0141960655,2010-10-28,Penguin Books Ltd,528
9780061981746,A Lion Among Men Volume Three in The Wicked Years,Gregory Maguire,ePUB,10.99,10.99,0061981745,2009-10-06,HarperCollins,400
9780749020552,Peace Comes to Honeyfield Honeyfield Book 3,Anna Jacobs,Paperback,25.75,25.75,0749020555,2019-05-01,Faber Factory,352
9781405529631,The Secret History,Donna Tartt,ePUB,11.99,11.99,1405529636,2013-05-02,"Little, Brown Book Group",544
9780748121762,Glory in Death In Death: Book 2,J.D. Robb,ePUB,11.99,11.99,0748121765,2010-10-07,"Little, Brown Book Group",336
9780141190693,Vile Bodies,Evelyn Waugh,ePUB,15.99,15.99,0141190698,2012-05-31,Penguin Books Ltd,256
9781407056982,Book not found,,,,,,,,
9780241979723,The Infinite Game From the bestselling author of Start With Why,Simon Sinek,ePUB,19.99,19.99,0241979722,2019-10-15,Penguin Books Ltd,256
9780857868770,The Humans,Matt Haig,ePUB,21.08,16.99,0857868772,2013-05-09,Canongate Books,304
9781408841068,Close Call A Liz Carlyle Novel,Stella Rimington,ePUB,17.58,14.99,1408841061,2014-07-03,Bloomsbury Publishing,352
9780785160069,Book not found,,,,,,,,
9781365014925,Book not found,,,,,,,,
9781448151523,Shadow Hunter,Geoffrey Archer,ePUB,15.99,15.99,144815152X,2012-08-17,Random House,320
9781407070711,The Jeeves Omnibus - Vol 1 (Jeeves & Wooster),P G Wodehouse,ePUB,17.99,17.99,1407070711,2012-02-29,Random House,592
9781407010953,Kill Your Friends,John Niven,ePUB,15.99,15.99,1407010956,2008-12-16,Random House,336
9780857056443,Book not found,,,,,,,,
9781407070216,Tripwire Jack Reacher: Book 3,Lee Child,ePUB,16.99,16.99,1407070215,2008-09-04,Transworld,560
9781405512176,Fred & Rose The Full Story of Fred and Rose West and the Gloucester House of Horrors,Howard Sounes,ePUB,11.99,11.99,1405512172,2011-09-05,"Little, Brown Book Group",384
9780857202970,"The Night Stalker A brilliant serial killer thriller, featuring the unstoppable Robert Hunter",Chris Carter,Paperback,22.99,20.4,0857202979,2012-03-01,Simon & Schuster UK,464
9780544759213,Glow Animals with Their Own Night-Lights,W. H. Beck,ePUB,11.99,11.99,0544759214,2015-12-15,HarperCollins,32
9780141906430,Regeneration The first novel in Pat Barker's Booker Prize-winning Regeneration trilogy,Pat Barker,ePUB,15.99,15.99,014190643X,2008-05-01,Penguin Books Ltd,256
9780544245587,Book not found,,,,,,,,
9781407096186,The Devil's Alternative,Frederick Forsyth,ePUB,15.99,15.99,1407096184,2011-05-30,Random House,496
9780755353453,The Gladiator (Eagles of the Empire 9) Cato & Macro: Book 9,Simon Scarrow,ePUB,12.99,12.99,0755353455,2009-08-06,Headline,320
9781407070544,Friends In High Places Guido Brunetti: Book 9,Donna Leon,ePUB,15.99,15.99,1407070541,2010-04-13,Random House,336
9781407071879,Cinderella Sister,Dilly Court,ePUB,15.99,15.99,1407071874,2011-06-02,Random House,512
9781407086071,The Leopard Harry Hole: Book 8,"Jo Nesbo, Don Bartlett (Translator)",ePUB,15.99,15.99,1407086073,2011-01-20,Random House,752
9780141342610,Magnus Chase and the Ship of the Dead (Book 3),Rick Riordan,ePUB,9.99,9.99,0141342617,2017-10-03,Penguin Random House Children's UK,528
9780553897050,A Christmas Carol,Charles Dickens,ePUB,8.55,7.99,0553897055,2002-11-26,Random House Publishing Group,
9780141952123,The Winter King A Novel of Arthur,Bernard Cornwell,ePUB,15.99,15.99,0141952121,2007-11-01,Penguin Books Ltd,512
9780241983133,Grand Union,Zadie Smith,ePUB,15.99,15.99,0241983134,2019-10-03,Penguin Books Ltd,304
9781405936019,The Whisper Man The chilling must-read Richard & Judy thriller pick,Alex North,ePUB,15.99,15.99,1405936010,2019-06-13,Penguin Books Ltd,400
9780755387199,"Mary, Mary",James Patterson,ePUB,12.99,12.99,0755387198,2011-04-28,Headline,327
9780349419220,Someone to Trust The Westcott Family Series: Book 5,Mary Balogh,Paperback,22.99,20.4,0349419221,2018-11-27,Little Brown,400
9780141919959,Nineteen Eighty-Four,"George Orwell, Thomas Pynchon (Introduction by)",ePUB,10.99,10.99,0141919957,2004-01-29,Penguin Books Ltd,400
9780316252997,Book not found,,,,,,,,
9780141930183,Blink The Power of Thinking Without Thinking,Malcolm Gladwell,ePUB,15.99,15.99,0141930187,2006-02-23,Penguin Books Ltd,304
9780297855897,Book not found,,,,,,,,
9780553903102,The Orphan's Tales In the Night Garden,Catherynne Valente,ePUB,10.27,9.99,0553903101,2006-10-31,Random House Worlds,
9780544084780,The Testing Guide,Joelle Charbonneau,ePUB,4.99,4.99,0544084780,2013-05-01,HarperCollins,
9780241983409,The Beautiful Summer,"Cesare Pavese, Elizabeth Strout (Introduction by)",ePUB,15.99,15.99,0241983401,2018-06-07,Penguin Books Ltd,112
9781529003314,Split Second King and Maxwell: Book 1,David Baldacci,Paperback,19.99,18.25,1529003318,2019-11-12,Pan Macmillan UK,608
9781409003175,Best ever recipes 40 years of Food Optimising,Slimming World,ePUB,21.99,21.99,1409003175,2014-04-30,Ebury Publishing,208
9780241966068,The Separation Discover the perfect escapist read from the No.1 Sunday Times bestselling author of The Tea Planter's Wife,Dinah Jefferies,ePUB,15.99,15.99,024196606X,2014-05-22,Penguin Books Ltd,320
9780857863430,Orlando,Virginia Woolf,ePUB,13.74,11.99,0857863436,2012-01-05,Canongate Books,192
9780998151649,Cage of Deceit,Jennifer Anne Davis,ePUB,,,0998151645,2019-06-19,Reign Publishing,
9780748109272,Body Of Evidence,Patricia Cornwell,ePUB,11.99,11.99,0748109277,2008-09-04,"Little, Brown Book Group",400
9780670920501,What Are You Looking At? 150 Years of Modern Art in the Blink of an Eye,Will Gompertz,ePUB,16.99,16.99,0670920509,2012-09-06,Penguin Books Ltd,464
9780755118397,Book not found,,,,,,,,
9780230752368,Book not found,,,,,,,,
9780241965610,How to be Both,Ali Smith,ePUB,15.99,15.99,0241965616,2014-08-28,Penguin Books Ltd,320
9780748109951,The Wasp Factory The stunning and controversial literary debut novel,Iain Banks,ePUB,11.99,11.99,0748109951,2008-09-04,"Little, Brown Book Group",256
9780575097476,Warbreaker A Cosmere Novel,Brandon Sanderson,ePUB,11.99,11.99,0575097477,2011-12-29,Orion,688
9780544147775,Ruth's First Christmas Tree A Ruth Galloway Christmas Story,Elly Griffiths,ePUB,4.99,4.99,0544147774,2012-12-11,HarperCollins,
9780297864004,Caesar The Life Of A Colossus,"Adrian Goldsworthy, Dr Adrian Goldsworthy Ltd",ePUB,17.99,17.99,0297864009,2013-04-18,Orion,704
9780330461931,Book not found,,,,,,,,
9780575104426,Dune Messiah Dune: Book 2,Frank Herbert,ePUB,24.99,24.99,0575104422,2011-07-14,Orion,416
9780241986554,Agent Running in the Field A BBC 2 Between the Covers Book Club Pick,John le Carré,ePUB,15.99,15.99,0241986559,2019-10-17,Penguin Books Ltd,272
9780241984642,I Looked Away the page-turning Sunday Times Top 5 bestseller,Jane Corry,ePUB,15.99,15.99,0241984645,2019-06-21,Penguin Books Ltd,464
9781785760457,Exile Marc Dane Book 2,James Swallow,Paperback,27.99,23.75,1785760459,2018-04-24,Bonnier,576
9781400888023,"The Moral Economists R. H. Tawney, Karl Polanyi, E. P. Thompson, and the Critique of Capitalism",Tim Rogan,ePUB,47.29,37.99,1400888026,2017-12-18,Princeton University Press,280
9780241399378,Novacene The Coming Age of Hyperintelligence,James Lovelock,ePUB,16.99,16.99,0241399378,2019-07-04,Penguin Books Ltd,160
9781306863421,Book not found,,,,,,,,
9780141907178,Scoop A Novel About Journalists,Evelyn Waugh,ePUB,15.99,15.99,0141907177,2012-05-31,Penguin Books Ltd,240
9781405930819,"The Darkness If you like Saga Noren from The Bridge, then you'll love Hulda Hermannsdottir","Ragnar Jónasson, Victoria Cribb (Translator)",ePUB,15.99,15.99,1405930810,2018-03-15,Penguin Books Ltd,400
9781405913157,Natural Causes Inspector McLean 1,James Oswald,ePUB,15.99,15.99,1405913150,2012-11-22,Penguin Books Ltd,400
9780761178668,"How to Care for Aging Parents, 3rd Edition A One-Stop Resource for All Your Medical, Financial, Housing, and Emotional Issues",Virginia Morris,ePUB,23.99,23.99,076117866X,2014-02-11,Workman Publishing Company,688
9780857208750,The Last Man Mitch Rapp: Book 13,Vince Flynn,ePUB,4.99,4.99,0857208756,2012-11-13,Simon & Schuster UK,448
9780141912554,The Moon is Down,"Donald Coers (Introduction by), John Steinbeck",ePUB,15.99,15.99,0141912553,2000-11-30,Penguin Books Ltd,144
9780316187169,New Joe Abercrombie Novel #1,Joe Abercrombie,Hardcover,51.75,51.75,031618716X,2019-09-17,ORBIT                         ,480
9781407020952,Silence Of The Grave,"Arnaldur Indridason, Bernard Scudder (Translator)",ePUB,15.99,15.99,1407020951,2008-12-26,Random House,304
9780307796103,Book not found,,,,,,,,
9780785171454,X-Men Dark Phoenix Saga,"Chris Claremont, John Byrne (Illustrator)",ePUB,24.93,20.99,0785171452,2019-03-13,Marvel Entertainment,
9780755307500,Small Island ,Andrea Levy,Paperback,24.99,21.75,075530750X,2010-01-01,Headline,560
9781407034935,Soul Music (Discworld Novel 16),Terry Pratchett,ePUB,14.99,14.99,1407034936,2009-05-27,Transworld,432
9780755349272,2nd Chance Women's Murder Club : Book 2,"James Patterson, Andrew Gross",Paperback,22.99,20.4,075534927X,2009-08-01,Headline,432
9780230772021,Book not found,,,,,,,,
